#Title: UBVRI Photometric Standard Stars Around The Celestial Equator: Updates and Additions.   Landolt, 2009, AJ 137, 4186
#Author: Landolt A.U. Table: UBVRI Photometry of Standard Stars   aj298675t2_mrt.txt   PM (mas/yr)added from table5 aj298675t5_mrt.txt. 
# Blanks removed from name strings, Colons in coords, Errors for single obs changed from blanks to 0.009, DLtypes where available from: Drilling & Landolt 1979, AJ, 84, 783 
# Tphe-E removed, 0-593 stars.  SA92-260 & SA109-956 coords (and 2mass) corrected
#-------------------------------------------------------Landolt 2009------------------------------------------------------------------------------|------------------- 2MASS ---------------------------------------|----------------UKIRT-----------|-NOMAD
name       RhRmRs      Dddmds      V     B-V    U-B    V-R    R-I    V-I     n   m   eV    eBV    eUB    eVR    eVI     pmRA     pmDE  DLtype    J2m  meJ2m   H2m  meH2m   K2m  meK2m    2mra      2mde   d2m"    Zv     Yv    Jmko   Hmko  Kmko    Rn 
G138-25     16:25:13.952 +15:40:54.25 13.513 +1.419 +1.265 +0.883 +0.796 +1.685   2   1 0.0007 0.0177 0.0382 0.0028 0.0049  +123.3 -1207.4  ______  10.805 0.023 10.246 0.021 10.072 0.018 246.30811 +15.68198  0.9 -9.99  -9.99  -9.99  -9.99  -9.99  12.93
BD-12_4523  16:30:18.059 -12:39:45.34 10.072 +1.566 +1.195 +1.155 +1.499 +2.651  16  13 0.0021 0.0005 0.0019 0.0005 0.0013   -95.9 -1184.9  ______   5.950 0.024  5.373 0.040  5.075 0.024 247.57536 -12.66206  2.0 -9.99  -9.99  -9.99  -9.99  -9.99  12.93
HD149382    16:34:23.333 -04:00:52.02  8.943 -0.282 -1.143 -0.127 -0.135 -0.262  57  48 0.0008 0.0008 0.0022 0.0004 0.0008    -7.2    -4.6  ______   9.463 0.027  9.461 0.030  9.418 0.023 248.59726  -4.01448  0.2 -9.99  -9.99  -9.99  -9.99  -9.99   9.01
SA108-1332  16:35:21.401 -00:04:05.32  9.208 +0.380 +0.083 +0.225 +0.225 +0.449  76  60 0.0005 0.0007 0.0010 0.0004 0.0005    -0.2     7.3  F3____   8.446 0.029  8.323 0.063  8.223 0.033 248.83921  -0.06811  0.2 -9.99  -9.99  -9.99  -9.99  -9.99   8.93
PG1633+099  16:35:24.025 +09:47:49.90 14.396 -0.191 -0.990 -0.085 -0.114 -0.208  20  11 0.0016 0.0021 0.0031 0.0026 0.0107   -20.0   -14.6  ______  14.817 0.032 15.005 0.061 14.928 0.123 248.85012  +9.79720  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  14.47
PG1633+099A 16:35:25.984 +09:47:53.19 15.259 +0.871 +0.305 +0.506 +0.506 +1.011  23  10 0.0032 0.0042 0.0037 0.0033 0.0099     5.9    -9.8  ______  13.480 0.024 12.926 0.022 12.871 0.030 248.85828  +9.79810  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  14.78
PG1633+099G 16:35:32.336 +09:50:30.74 13.749 +0.693 +0.079 +0.412 +0.389 +0.804  15   8 0.0016 0.0012 0.0044 0.0012 0.0023    11.8   -29.7  ______  12.387 0.023 11.982 0.025 11.950 0.026 248.88474  +9.84186  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  13.49
PG1633+099B 16:35:33.304 +09:46:20.71 12.968 +1.081 +1.017 +0.589 +0.503 +1.090  18  10 0.0016 0.0013 0.0051 0.0010 0.0019     8.0    -8.9  ______  11.070 0.023 10.607 0.023 10.459 0.023 248.88876  +9.77241  0.0 -9.99  -9.99  -9.99  -9.99  -9.99  12.66
PG1633+099F 16:35:36.713 +09:49:40.34 13.768 +0.878 +0.254 +0.523 +0.522 +1.035  15   8 0.0020 0.0024 0.0048 0.0013 0.0028    -3.7   -12.4  ______  11.941 0.025 11.472 0.031 11.333 0.022 248.90298  +9.82784  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  13.51
PG1633+099C 16:35:37.275 +09:46:15.80 13.224 +1.144 +1.146 +0.612 +0.524 +1.133  17  10 0.0017 0.0008 0.0022 0.0010 0.0027    -1.2    -8.7  ______  11.235 0.022 10.738 0.030 10.611 0.020 248.90531  +9.77103  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  12.88
PG1633+099D 16:35:40.089 +09:46:41.57 13.689 +0.535 -0.021 +0.324 +0.323 +0.649  20  12 0.0016 0.0018 0.0028 0.0011 0.0020    -4.3    -5.4  ______  12.618 0.023 12.305 0.030 12.253 0.025 248.91703  +9.77820  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  13.64
PG1633+099E 16:35:45.084 +09:49:24.53 13.113 +0.841 +0.337 +0.484 +0.471 +0.953  16   9 0.0021 0.0020 0.0037 0.0014 0.0024    -4.6    -5.1  ______  11.460 0.022 11.033 0.030 10.902 0.020 248.93783  +9.82346  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  12.94
SA108-719   16:36:11.047 -00:25:29.07 12.690 +1.031 +0.648 +0.553 +0.533 +1.087   4   2 0.0045 0.0025 0.0005 0.0045 0.0050   -15.6    11.7  G8:___  10.776 0.024 10.272 0.024 10.115 0.019 249.04604  -0.42474  0.0 -9.99  -9.99  -9.99  -9.99  -9.99  12.18
SA108-1848  16:36:58.442 +00:05:55.61 11.738 +0.559 +0.073 +0.331 +0.325 +0.657   1   1 0.009  0.009  0.009  0.009  0.009     22.1    -8.5  F7____  10.609 0.024 10.352 0.024 10.302 0.025 249.24346  +0.09877  0.2 -9.99  -9.99  -9.99  -9.99  -9.99  11.62
SA108-475   16:37:00.595 -00:34:39.17 11.307 +1.380 +1.463 +0.743 +0.664 +1.408 113  98 0.0007 0.0006 0.0028 0.0004 0.0007    -0.9    -2.3  K0III_   8.828 0.019  8.148 0.036  7.990 0.024 249.25250  -0.57754  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  10.16
SA108-1863  16:37:12.452 +00:02:30.58 12.244 +0.803 +0.378 +0.446 +0.398 +0.844   1   1 0.009  0.009  0.009  0.009  0.009    -16.2   -23.0  G7:___  10.761 0.023 10.458 0.027 10.330 0.024 249.30186  +0.04183  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  11.33
SA108-1491  16:37:13.934 -00:02:41.91  9.059 +0.964 +0.616 +0.522 +0.498 +1.020  77  62 0.0006 0.0005 0.0012 0.0003 0.0005     3.5   -18.1  G9III_   7.265 0.024  6.765 0.020  6.643 0.024 249.30804  -0.04500  0.1 -9.99  -9.99  -9.99  -9.99  -9.99   8.45
SA108-551   16:37:47.788 -00:33:05.16 10.702 +0.180 +0.182 +0.100 +0.109 +0.209 144 114 0.0006 0.0004 0.0010 0.0004 0.0006     5.1     5.5  A0____  10.253 0.023 10.197 0.024 10.131 0.021 249.44914  -0.55143  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  10.70
SA108-1918  16:37:50.129 -00:00:36.41 11.384 +1.432 +1.839 +0.773 +0.661 +1.434   2   1 0.0007 0.0014 0.009  0.0042 0.0042    -3.0    -9.8  K3III:   8.868 0.026  8.128 0.038  7.959 0.036 249.45889  -0.01007  0.2 -9.99  -9.99  -9.99  -9.99  -9.99  10.86
SA108-981   16:39:16.614 -00:25:06.98 12.071 +0.494 +0.237 +0.310 +0.312 +0.622   4   2 0.0025 0.0015 0.0075 0.0020 0.0010    -5.9    -0.9  A6____  10.895 0.024 10.610 0.024 10.495 0.019 249.81923  -0.41859  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  11.69
PG1647+056  16:50:18.461 +05:32:55.94 14.773 -0.173 -1.064 -0.058 -0.022 -0.082   7   3 0.0087 0.0087 0.0076 0.0102 0.0163    -0.5   -11.9  ______  15.302 0.059 15.014 0.095 15.322 0.192 252.57694  +5.54889  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  14.88
Wolf-629    16:55:25.223 -08:19:21.30 11.759 +1.676 +1.256 +1.185 +1.525 +2.715   7   4 0.0042 0.0030 0.0034 0.0017 0.0013  -816.9  -898.3  ______   7.555 0.024  7.056 0.061  6.724 0.017 253.85530  -8.32244  0.9 -9.99  -9.99  -9.99  -9.99  -9.99  11.30
PG1657+078E 16:59:27.221 +07:44:01.26 14.486 +0.787 +0.284 +0.436 +0.413 +0.851   4   2 0.0020 0.0130 0.0095 0.0020 0.0105    -7.9    13.8  ______  13.083 0.031 12.697 0.032 12.655 0.026 254.86342  +7.73372  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  14.30
PG1657+078D 16:59:27.877 +07:42:59.71 16.156 +0.986 +0.599 +0.635 +0.592 +1.227   1   1 0.009  0.009  0.009  0.009  0.009      0.8    -6.7  ______  14.353 0.035 13.855 0.038 13.705 0.047 254.86617  +7.71661  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  15.59
PG1657+078B 16:59:31.979 +07:42:07.34 14.724 +0.697 +0.039 +0.417 +0.420 +0.838   8   4 0.0016 0.0036 0.0041 0.0014 0.0014    -5.0    -1.5  ______  13.255 0.027 12.944 0.035 12.838 0.024 254.88326  +7.70207  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  14.56
PG1657+078  16:59:32.216 +07:43:31.43 15.019 -0.142 -0.958 -0.079 -0.058 -0.128  17   8 0.0036 0.0033 0.0042 0.0058 0.0299    -9.7   -17.9  ______  15.448 0.055 15.513 0.138 15.427 0.185 254.88426  +7.72541  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  15.28
PG1657+078A 16:59:33.207 +07:42:19.42 14.032 +1.068 +0.735 +0.569 +0.538 +1.105  10   5 0.0007 0.0007 0.0054 0.0026 0.0027     5.6    17.7  ______  12.098 0.026 11.544 0.030 11.411 0.021 254.88838  +7.70542  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  13.30
PG1657+078C 16:59:35.270 +07:42:26.51 15.225 +0.837 +0.382 +0.504 +0.442 +0.965   5   2 0.0019 0.0020 0.0082 0.0044 0.0070   -11.0    -3.8  ______  13.646 0.031 13.219 0.035 13.156 0.043 254.89699  +7.70740  0.2 -9.99  -9.99  -9.99  -9.99  -9.99  14.91
BD-04_4226  17:05:13.783 -05:05:39.21 10.071 +1.415 +1.085 +0.970 +1.141 +2.113   6   3 0.0033 0.0012 0.0029 0.0004 0.0012  -915.3 -1130.4  ______   6.780 0.029  6.193 0.021  5.975 0.026 256.30765  -5.09405  1.0 -9.99  -9.99  -9.99  -9.99  -9.99   9.64
SA109-71    17:44:06.792 -00:24:58.01 11.490 +0.326 +0.154 +0.187 +0.223 +0.409  65  56 0.0007 0.0006 0.0014 0.0006 0.0009    -0.6    -1.9  A0____  10.789 0.026 10.704 0.025 10.698 0.027 266.02829  -0.41613  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  11.08
SA109-381   17:44:12.269 -00:20:32.80 11.731 +0.704 +0.222 +0.427 +0.435 +0.862  70  57 0.0008 0.0010 0.0012 0.0004 0.0008    -1.8     4.4  F2:___  10.288 0.023 10.018 0.023  9.912 0.021 266.05112  -0.34247  0.1 10.54  -9.99  -9.99  -9.99  -9.99  11.61
SA109-949   17:44:13.616 -00:02:28.02 12.828 +0.806 +0.363 +0.500 +0.517 +1.020   2   1 0.0064 0.0007 0.0099 0.0078 0.0113     6.1    -5.6  G8:___  11.112 0.023 10.818 0.028 10.694 0.022 266.05675  -0.04115  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  12.55
SA109-954   17:44:15.844 -00:02:16.07 12.436 +1.296 +0.956 +0.764 +0.731 +1.496   9   5 0.0093 0.0060 0.0203 0.0017 0.0033     0.0     0.0  ______   9.800 0.026  9.137 0.022  8.960 0.019 266.06599  -0.03779  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  11.47
SA109-956   17:44:17.5   -00:02:31.5  14.639 +1.283 +0.858 +0.779 +0.743 +1.525   2   1 0.0113 0.0198 0.0035 0.0184 0.0346     0.6     1.5  ______  12.100 0.021 11.454 0.020 11.305 0.019 266.07295  -0.04208  0.4 -9.99  -9.99  -9.99  -9.99  -9.99  14.30
SA109-199   17:45:02.635 -00:29:28.71 10.990 +1.739 +1.967 +1.006 +0.900 +1.904   3   2 0.0098 0.0040 0.0035 0.0035 0.0046     3.2    -0.7  G8:___   7.663 0.021  6.813 0.033  6.580 0.018 266.26099  -0.49129  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  10.11
SA109-231   17:45:19.964 -00:25:51.60  9.333 +1.465 +1.591 +0.787 +0.705 +1.494  90  65 0.0008 0.0008 0.0023 0.0004 0.0006     1.9   -14.3  K2II__   6.700 0.021  6.050 0.033  5.862 0.023 266.33320  -0.43097  0.1 -9.99  -9.99  -9.99  -9.99  -9.99   8.46
SA109-537   17:45:42.448 -00:21:35.43 10.353 +0.609 +0.226 +0.376 +0.393 +0.769  76  55 0.0022 0.0010 0.0017 0.0008 0.0013     0.8    -1.2  F1____   9.041 0.027  8.810 0.059  8.719 0.023 266.42689  -0.35987  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  10.06
G21-15      18:27:13.08  +04:03:46.7  13.889 +0.092 -0.598 -0.039 -0.030 -0.069  19   9 0.0046 0.0053 0.0067 0.0046 0.0094  -251.0  -289.0  ______  14.107 0.032 14.111 0.045 14.225 0.084 276.80448  +4.06297  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  10.06
SA110-229   18:40:45.662 +00:01:49.78 13.649 +1.910 +1.391 +1.198 +1.155 +2.356  30  16 0.0031 0.0091 0.0225 0.0018 0.0026    -3.0    -1.4  ______   9.624 0.027  8.903 0.071  8.578 0.019 280.19026  +0.03047  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  12.87
SA110-230   18:40:51.489 +00:02:23.28 14.281 +1.084 +0.728 +0.624 +0.596 +1.218  21  11 0.0031 0.0050 0.0116 0.0020 0.0050    21.0     3.0  ______  12.234 0.031 11.736 0.030 11.654 0.030 280.21455  +0.03979  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  14.05
SA110-232   18:40:52.340 +00:01:54.78 12.516 +0.729 +0.147 +0.439 +0.450 +0.889  28  16 0.0032 0.0028 0.0045 0.0015 0.0025   -11.0   -26.1  ______  10.976 0.026 10.721 0.026 10.620 0.019 280.21807  +0.03187  0.1 11.30  -9.99  -9.99  -9.99  -9.99  11.88
SA110-233   18:40:52.709 +00:00:50.85 12.771 +1.281 +0.812 +0.773 +0.818 +1.593  22  10 0.0028 0.0034 0.0070 0.0021 0.0021    -4.1     3.5  ______  10.064 0.026  9.714 0.024  9.530 0.019 280.21962  +0.01412  0.0 -9.99  -9.99  -9.99  -9.99  -9.99  12.16
SA110-239   18:41:19.795 +00:00:13.58 13.858 +0.899 +0.584 +0.541 +0.517 +1.060   1   1 0.009  0.009  0.009  0.009  0.009      7.7    -5.3  ______  12.142 0.032 11.676 0.047 11.562 0.040 280.33251  +0.00371  0.2 -9.99  -9.99  -9.99  -9.99  -9.99  13.56
SA110-339   18:41:26.51  +00:08:25.4  13.607 +0.988 +0.776 +0.563 +0.468 +1.036   1   1 0.009  0.009  0.009  0.009  0.009    -62.0   -10.0  ______  11.734 0.024 11.186 0.032 11.095 0.041 280.36048  +0.14038  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  12.96
SA110-340   18:41:28.448 +00:15:23.00 10.025 +0.308 +0.124 +0.171 +0.183 +0.354 111  92 0.0008 0.0006 0.0014 0.0004 0.0007     2.6    -7.0  A4____   9.393 0.021  9.301 0.023  9.233 0.020 280.36854  +0.25636  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  10.06
SA110-477   18:41:43.200 +00:26:42.78 13.988 +1.345 +0.715 +0.850 +0.857 +1.707  21  11 0.0072 0.0131 0.0375 0.0031 0.0063    -2.1     1.6  ______  11.167 0.022 10.708 0.021 10.585 0.025 280.43002  +0.44521  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  13.18
SA110-246   18:41:50.757 +00:05:04.51 12.706 +0.586 -0.129 +0.381 +0.410 +0.790   1   1 0.009  0.009  0.009  0.009  0.009    -52.4  -184.9  ______  11.346 0.024 11.041 0.030 10.979 0.026 280.46151  +0.08463  0.2 -9.99  -9.99  -9.99  -9.99  -9.99  11.79
SA110-346   18:41:55.208 +00:09:58.39 14.757 +0.999 +0.752 +0.697 +0.646 +1.345   1   1 0.009  0.009  0.009  0.009  0.009      4.4   -15.7  ______  12.599 0.028 12.025 0.029 11.827 0.029 280.47996  +0.16621  0.3 -9.99  -9.99  -9.99  -9.99  -9.99  14.09
SA110-349   18:42:13.409 +00:10:15.21 15.095 +1.088 +0.668 +0.503 -0.059 +0.477   1   1 0.009  0.009  0.009  0.009  0.009     -9.0    -3.8  ______  12.761 0.023 12.159 0.026 11.978 0.030 280.55583  +0.17093  0.2 -9.99  -9.99  -9.99  -9.99  -9.99  14.22
SA110-355   18:42:18.933 +00:08:24.22 11.944 +1.023 +0.504 +0.652 +0.727 +1.378  16   8 0.0027 0.0030 0.0045 0.0022 0.0035    -2.3    -3.6  ______   9.664 0.023  9.417 0.025  9.254 0.022 280.57888  +0.14008  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  11.64
SA110-358   18:42:35.516 +00:15:01.97 14.430 +1.039 +0.418 +0.603 +0.543 +1.150   1   1 0.009  0.009  0.009  0.009  0.009    -12.8   -18.3  ______  12.312 0.022 11.882 0.022 11.737 0.020 280.64798  +0.25054  0.0 -9.99  -9.99  -9.99  -9.99  -9.99  13.95
SA110-360   18:42:40.477 +00:09:10.71 14.618 +1.197 +0.539 +0.715 +0.717 +1.432   5   2 0.0094 0.0192 0.0291 0.0085 0.0080    -2.9    -9.6  ______  12.200 0.028 11.716 0.031 11.552 0.030 280.66863  +0.15301  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  13.83
SA110-361   18:42:45.010 +00:08:04.70 12.425 +0.632 +0.035 +0.361 +0.348 +0.709  30  17 0.0022 0.0022 0.0029 0.0018 0.0029     1.5    -5.6  ______  11.211 0.023 10.926 0.026 10.860 0.023 280.68755  +0.13464  0.0 -9.99  -9.99  -9.99  -9.99  -9.99  12.48
SA110-362   18:42:48.277 +00:06:27.77 15.693 +1.333 +3.919 +0.918 +0.885 +1.803   1   1 0.009  0.009  0.009  0.009  0.009     20.7   -18.1  ______  12.657 0.023 12.058 0.041 11.847 0.039 280.70118  +0.10773  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  14.27
SA110-266   18:42:48.798 +00:05:06.44 12.018 +0.889 +0.411 +0.538 +0.577 +1.111   8   3 0.0014 0.0028 0.0039 0.0014 0.0032     0.5     4.5  ______  10.126 0.022  9.854 0.022  9.714 0.019 280.70332  +0.08511  0.0 -9.99  -9.99  -9.99  -9.99  -9.99  11.34
SA110-L1    18:42:50.187 +00:07:12.76 16.252 +1.752 +2.953 +1.066 +0.992 +2.058   1   1 0.009  0.009  0.009  0.009  0.009      8.1    -2.6  ______  12.795 0.032 12.150 0.048 12.028 0.040 280.70912  +0.12017  0.2 -9.99  -9.99  -9.99  -9.99  -9.99  14.70
SA110-364   18:42:52.785 +00:07:54.89 13.615 +1.133 +1.095 +0.697 +0.585 +1.281  15   7 0.0021 0.0067 0.0088 0.0015 0.0021     5.6   -10.4  ______  11.498 0.032 10.916 0.034 10.762 0.041 280.71992  +0.13189  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  12.80
SA110-157   18:42:56.472 -00:08:58.45 13.491 +2.123 +1.679 +1.257 +1.139 +2.395   7   3 0.0057 0.0257 0.1750 0.0034 0.0057    -1.9   -11.0  ______   9.330 0.024  8.492 0.027  8.213 0.024 280.73529  -0.14959  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  12.11
SA110-365   18:42:57.444 +00:07:23.12 13.470 +2.261 +1.895 +1.360 +1.270 +2.631  45  20 0.0027 0.0091 0.0313 0.0021 0.0034    -1.2    -5.5  ______   8.959 0.021  8.146 0.040  7.821 0.021 280.73932  +0.12305  0.2 -9.99  -9.99  -9.99  -9.99  -9.99  12.05
SA110-496   18:42:59.294 +00:31:09.13 13.004 +1.040 +0.737 +0.607 +0.681 +1.287   9   4 0.0027 0.0060 0.0230 0.0020 0.0043    -1.7    -4.6  ______  10.742 0.021 10.496 0.021 10.339 0.021 280.74705  +0.51923  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  12.60
SA110-273   18:42:59.542 +00:02:23.92 14.686 +2.527 +1.000 +1.509 +1.345 +2.856   5   2 0.0161 0.0783 1.3416 0.0040 0.0107    -5.4     1.6  ______   9.720 0.022  8.793 0.023  8.401 0.019 280.74809  +0.03998  0.0 -9.99  -9.99  -9.99  -9.99  -9.99  13.44
SA110-497   18:43:02.506 +00:30:56.79 14.196 +1.052 +0.380 +0.606 +0.597 +1.203   5   2 0.0054 0.0063 0.0143 0.0067 0.0063    -1.5    -7.8  ______  12.051 0.030 11.654 0.037 11.557 0.041 280.76044  +0.51581  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  13.69
SA110-280   18:43:06.960 -00:03:41.52 12.996 +2.151 +2.133 +1.235 +1.148 +2.384  25  12 0.0034 0.0144 0.0906 0.0018 0.0036     3.8   -13.0  ______   8.888 0.024  8.052 0.042  7.756 0.023 280.77905  -0.06155  0.2 -9.99  -9.99  -9.99  -9.99  -9.99  11.44
SA110-499   18:43:07.663 +00:28:01.47 11.737 +0.987 +0.639 +0.600 +0.674 +1.273  23  13 0.0031 0.0029 0.0071 0.0019 0.0029     2.6     0.2  B9____   9.530 0.021  9.285 0.021  9.135 0.021 280.78191  +0.46712  0.2 -9.99  -9.99  -9.99  -9.99  -9.99  11.32
SA110-502   18:43:10.111 +00:27:42.37 12.330 +2.326 +2.326 +1.373 +1.250 +2.625  38  19 0.0031 0.0047 0.0225 0.0019 0.0041    -5.0    -0.1  ______   7.773 0.039  6.904 0.038  6.560 0.034 280.79210  +0.46180  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  10.82
SA110-503   18:43:11.696 +00:29:42.95 11.773 +0.671 +0.506 +0.373 +0.436 +0.808  26  14 0.0031 0.0020 0.0051 0.0018 0.0022     5.0    -6.0  A0____  10.356 0.021 10.215 0.021 10.117 0.021 280.79873  +0.49530  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  11.57
SA110-504   18:43:11.712 +00:30:04.57 14.022 +1.248 +1.323 +0.797 +0.683 +1.482   5   2 0.0013 0.0063 0.0268 0.0036 0.0080     9.5   -52.3  ______  11.561 0.022 10.940 0.021 10.809 0.022 280.79880  +0.50132  0.2 -9.99  -9.99  -9.99  -9.99  -9.99  13.41
SA110-506   18:43:18.927 +00:30:27.14 11.312 +0.568 +0.059 +0.335 +0.312 +0.652   2   1 0.0021 0.0021 0.0064 0.0007 0.0042     0.5   -10.6  F8____  10.209 0.037  9.988 0.021  9.925 0.021 280.82884  +0.50758  0.2 -9.99  -9.99  -9.99  -9.99  -9.99  11.30
SA110-507   18:43:19.126 +00:29:26.00 12.440 +1.141 +0.830 +0.633 +0.579 +1.206   2   1 0.0049 0.0057 0.0057 0.0042 0.0049     1.5   -20.8  ______  10.384 0.021  9.969 0.021  9.864 0.019 280.82969  +0.49062  0.2 -9.99  -9.99  -9.99  -9.99  -9.99  11.75
SA110-290   18:43:22.132 -00:01:15.40 11.898 +0.708 +0.196 +0.418 +0.418 +0.836   3   2 0.0029 0.0006 0.0046 0.0023 0.0035    10.0   -10.0  ______  10.556 0.027 10.246 0.028 10.147 0.027 280.84220  -0.02096  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  11.36
SA110-441   18:43:33.607 +00:19:40.72 11.122 +0.556 +0.108 +0.325 +0.335 +0.660  84  74 0.0006 0.0005 0.0011 0.0005 0.0009     2.7   -14.3  F3____  10.005 0.021  9.836 0.021  9.769 0.019 280.89005  +0.32798  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  11.27
SA110-311   18:43:47.512 -00:00:20.63 15.505 +1.796 +1.179 +1.010 +0.864 +1.874   4   2 0.0180 0.0360 0.1255 0.0340 0.1130     4.2    10.4  ______  11.656 0.022 10.903 0.021 10.688 0.025 280.94797  -0.00575  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  14.42
SA110-312   18:43:48.928 +00:00:06.03 16.093 +1.319 -0.788 +1.137 +1.154 +2.293   1   1 0.009  0.009  0.009  0.009  0.009     -6.1    -7.1  ______  12.516 0.022 11.832 0.022 11.657 0.025 280.95387  +0.00167  0.0 -9.99  -9.99  -9.99  -9.99  -9.99  14.66
SA110-450   18:43:51.474 +00:22:58.46 11.583 +0.946 +0.683 +0.549 +0.626 +1.175  93  83 0.0006 0.0007 0.0017 0.0006 0.0010    -0.8   -10.9  A0____   9.548 0.024  9.333 0.022  9.148 0.023 280.96448  +0.38292  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  10.72
SA110-315   18:43:52.079 +00:00:49.33 13.637 +2.069 +2.256 +1.206 +1.133 +2.338   8   4 0.0067 0.0361 0.4639 0.0032 0.0067     0.8    -2.0  ______   9.614 0.029  8.762 0.020  8.532 0.037 280.96699  +0.01368  0.1 -9.99  -9.99  -9.99  -9.99  -9.99  12.57
SA110-316   18:43:52.342 +00:01:04.22 14.821 +1.731 +4.355 +0.858 +0.910 +1.769   1   1 0.009  0.009  0.009  0.009  0.009     -6.3     1.7  ______  11.681 0.026 11.263 0.022 11.061 0.021 280.96810  +0.01783  0.0 -9.99  -9.99  -9.99  -9.99  -9.99  13.98
SA110-319   18:43:55.376 +00:02:00.32 11.861 +1.309 +1.076 +0.742 +0.700 +1.443   3   2 0.0110 0.0029 0.0035 0.0040 0.0058    -0.2    -3.8  ______   9.360 0.026  8.781 0.051  8.632 0.029 280.98073  +0.03342  0.0 -9.99  -9.99  -9.99  -9.99  -9.99  10.72
SA111-773   19:37:15.832 +00:10:58.24  8.965 +0.209 -0.209 +0.121 +0.145 +0.265  80  61 0.0009 0.0006 0.0003 0.0004 0.0006     7.8     2.1  B9____   8.525 0.029  8.558 0.044  8.439 0.022 294.31598  +0.18286  0.1 -9.99  -9.99  -9.99  -9.99  -9.99   8.92
SA111-775   19:37:16.357 +00:12:05.56 10.748 +1.741 +2.017 +0.965 +0.897 +1.863  79  66 0.0010 0.0007 0.0037 0.0006 0.0009    -1.8    -6.7  ______   7.512 0.021  6.699 0.026  6.401 0.024 294.31818  +0.20148  0.3 -9.99  -9.99  -9.99  -9.99  -9.99   9.94
SA111-1925  19:37:28.639 +00:25:02.74 12.387 +0.396 +0.264 +0.226 +0.256 +0.483  30  17 0.0015 0.0012 0.0038 0.0005 0.0009     2.3    -4.2  A0____  11.491 0.021 11.404 0.021 11.386 0.026 294.36938  +0.41740  0.2 -9.99  -9.99  -9.99  -9.99  -9.99  12.39
SA111-1965  19:37:41.557 +00:26:50.94 11.419 +1.710 +1.865 +0.951 +0.877 +1.830  16   8 0.0018 0.0037 0.0090 0.0010 0.0012     1.2     5.8  K0:___   8.234 0.026  7.444 0.024  7.181 0.027 294.42322  +0.44744  0.3 -9.99  -9.99  -9.99  -9.99  -9.99  10.73
SA111-1969  19:37:43.288 +00:25:48.55 10.382 +1.959 +2.306 +1.177 +1.222 +2.400  58  47 0.0017 0.0014 0.0054 0.0008 0.0013     4.8     0.7  M5III_   6.360 0.023  5.441 0.021  5.109 0.020 294.43042  +0.43014  0.2 -9.99  -9.99  -9.99  -9.99  -9.99   9.59
SA111-2039  19:38:04.578 +00:32:12.54 12.395 +1.369 +1.237 +0.739 +0.689 +1.430   8   4 0.0021 0.0028 0.0120 0.0021 0.0021    -0.2   -12.7  G8:___   9.895 0.022  9.275 0.023  9.105 0.021 294.51907  +0.53681  0.0 -9.99  -9.99  -9.99  -9.99  -9.99  11.61
